VentaID;Factura;Fecha_Orden;Fecha_Entrega;Fecha_Envio;Estado;Cliente_Code;Tipo_Cliente;Nombres;Apellidos;Vendedor;Departamento;Metodo_Pago;Subtotal
77527;SO80341;04/11/2025;16/11/2025;10/11/2025;1;21279 - 10187051616;IN;Linda;Rousey;Tete Mensa-Annan;Piura;Yape o Plin;
77528;SO94131;25/05/2025;04/06/2025;28/05/2025;3;12426 - 11236563;IN;Cody;Cox;José Saraiva;Piura;Yape o Plin;
77529;SO19047;27/08/2025;08/09/2025;02/09/2025;3;20564 - 7792766;IN;Jessie;Gao;Jillian Carson;Lambayeque;Yape o Plin;
77530;SO45170;17/11/2025;27/11/2025;20/11/2025;1;16646 - 8261012;IN;Xavier;Collins;Pamela Ansman-Wolfe;Ica;Yape o Plin;
77531;SO93684;06/12/2025;15/12/2025;11/12/2025;3;23837 - 88263602;IN;Jonathan;Li;Rachel Valdez;Arequipa;Yape o Plin;
77532;SO22930;15/04/2025;24/04/2025;21/04/2025;4;29359 - 34819428;IN;Harold;Fernandez;Lynn Tsoflias;Lima;Yape o Plin;
77533;SO79045;02/04/2025;11/04/2025;07/04/2025;4;18523 - 59437336;IN;Samuel;Foster;José Saraiva;Cajamarca;Yape o Plin;
77534;SO90405;17/02/2025;23/02/2025;20/02/2025;5;28075 - 47481137;IN;Edward;Jones;Garrett Vargas;Piura;Debito/Credito;
77535;SO79317;07/12/2025;21/12/2025;14/12/2025;4;15311 - 96347617;IN;Brandon;Thompson;Ranjit Varkey Chudukatil;Arequipa;Debito/Credito;
77536;SO38098;14/06/2025;23/06/2025;19/06/2025;3;11375 - 12175160;IN;Francisco;Martinez;Rachel Valdez;La Libertad;Debito/Credito;
77537;SO89120;20/12/2025;01/01/2026;26/12/2025;5;11768 - 36665938;IN;Clayton;Nara;Stephen Jiang;Cusco;Debito/Credito;
77538;SO32784;24/11/2025;03/12/2025;28/11/2025;5;29047 - 93262109;IN;Jack;Lopez;Tete Mensa-Annan;Piura;Debito/Credito;
77539;SO30404;12/01/2025;21/01/2025;18/01/2025;1;26278 - 10770857886;IN;Jon;Wu;Pamela Ansman-Wolfe;Lambayeque;Yape o Plin;
77540;SO78334;04/08/2025;13/08/2025;09/08/2025;2;21897 - 78344271;IN;Francisco;Subram;Jillian Carson;La Libertad;Yape o Plin;
77541;SO24599;07/05/2025;18/05/2025;12/05/2025;4;19955 - 10936759;IN;Jake;Gao;Ranjit Varkey Chudukatil;Lambayeque;Yape o Plin;
77542;SO90788;17/01/2025;24/01/2025;20/01/2025;2;29625 - 11790509;SC;Suzana De Abreu;Canuto;Shu Ito;Lambayeque;Yape o Plin;
77543;SO80171;15/06/2025;24/06/2025;20/06/2025;5;24047 - 10889962549;IN;Clarence;Yuan;Lynn Tsoflias;Cajamarca;Yape o Plin;
77544;SO28616;30/06/2025;06/07/2025;03/07/2025;4;16551 - 93592407;IN;Christy;Shan;Stephen Jiang;Cusco;Yape o Plin;
77545;SO37658;12/08/2025;22/08/2025;18/08/2025;2;18216 - 9481217;IN;Susan;Zhang;David Campbell;Lima;Yape o Plin;
77546;SO36649;12/02/2025;18/02/2025;15/02/2025;3;26173 - 94688828;IN;Ariana;Rivera;Shu Ito;Junín;Debito/Credito;
77547;SO74824;12/04/2025;25/04/2025;18/04/2025;3;26828 - 68253696;IN;Stephanie;Rivera;Ranjit Varkey Chudukatil;Lambayeque;Yape o Plin;
77548;SO25166;10/09/2025;23/09/2025;17/09/2025;5;15688 - 47886545;IN;Chase;Gray;Garrett Vargas;La Libertad;Debito/Credito;
77549;SO35330;15/05/2025;25/05/2025;20/05/2025;1;15823 - 87511012;IN;Sharon;Tang;Amy Alberts;La Libertad;Debito/Credito;
77550;SO37544;06/08/2025;16/08/2025;09/08/2025;1;15997 - 20409427169;IN;Melissa;Jenkins;Pamela Ansman-Wolfe;Piura;Debito/Credito;
77551;SO40729;07/04/2025;15/04/2025;12/04/2025;3;15099 - 10877450173;IN;Alvin;Ma;Jae Pak;Lambayeque;Debito/Credito;
77552;SO23555;08/05/2025;17/05/2025;13/05/2025;4;29801 - 10612035891;SC;Faith;Gustafson;Syed Abbas;Lambayeque;Debito/Credito;
77553;SO43452;26/06/2025;07/07/2025;01/07/2025;3;11591 - 20472188116;IN;Stacey;Lu;Garrett Vargas;Lima;Yape o Plin;
77554;SO10999;22/07/2025;30/07/2025;27/07/2025;4;24521 - 30719960;IN;Jordyn;Wood;Syed Abbas;Arequipa;Yape o Plin;
77555;SO34983;02/07/2025;11/07/2025;06/07/2025;3;19047 - 18892023;IN;Sydney;Walker;David Campbell;Ica;Debito/Credito;
77556;SO47525;27/02/2025;07/03/2025;03/03/2025;1;29082 - 2148713;IN;Sabrina;Ramos;Amy Alberts;Lambayeque;Debito/Credito;
77557;SO79008;17/07/2025;25/07/2025;20/07/2025;1;22294 - 3270015;IN;Rachel;Brown;Linda Mitchell;Lambayeque;Yape o Plin;
77558;SO39823;23/12/2025;02/01/2026;30/12/2025;1;12330 - 12425869;IN;Preston;Raman;Lynn Tsoflias;Áncash;Yape o Plin;
77559;SO79760;09/01/2025;21/01/2025;16/01/2025;2;25453 - 70950211;IN;Drew;She;Stephen Jiang;Lima;Yape o Plin;
77560;SO40228;08/07/2025;16/07/2025;11/07/2025;3;24701 - 52487535;IN;Marco;Fernandez;Stephen Jiang;Lima;Yape o Plin;
77561;SO35081;12/04/2025;23/04/2025;16/04/2025;1;12017 - 36741828;IN;David;Simmons;José Saraiva;Lambayeque;Debito/Credito;
77562;SO24438;03/07/2025;11/07/2025;08/07/2025;2;29188 - 2962593;IN;Colin;Kumar;Pamela Ansman-Wolfe;Lima;Debito/Credito;
77563;SO47008;31/01/2025;12/02/2025;07/02/2025;2;18236 - 20526137638;IN;Andrew;Wilson;Jae Pak;Ica;Yape o Plin;
77564;SO30770;11/04/2025;21/04/2025;18/04/2025;5;12548 - 10713687777;IN;Alexandra;Collins;Stephen Jiang;Piura;Yape o Plin;
77565;SO39804;06/06/2025;15/06/2025;12/06/2025;1;21217 - 20946674913;IN;Casey;Xie;Amy Alberts;Lambayeque;Yape o Plin;
77566;SO77074;07/07/2025;21/07/2025;14/07/2025;4;22387 - 50479764;IN;Audrey;Romero;Stephen Jiang;Junín;Yape o Plin;
77567;SO47396;13/10/2025;25/10/2025;19/10/2025;5;15277 - 89225879;IN;Hailey;Griffin;Jae Pak;Lambayeque;Yape o Plin;
77568;SO80441;26/11/2025;05/12/2025;01/12/2025;1;16496 - 10746924678;IN;Dawn;Tang;Jae Pak;Cajamarca;Debito/Credito;
77569;SO17518;29/01/2025;10/02/2025;05/02/2025;2;26892 - 20929909407;IN;Cody;Rogers;Stephen Jiang;La Libertad;Debito/Credito;
77570;SO23195;18/05/2025;27/05/2025;24/05/2025;3;15025 - 20280666303;IN;Kristi;Subram;Linda Mitchell;Arequipa;Yape o Plin;
77571;SO29797;03/01/2025;09/01/2025;06/01/2025;3;21966 - 24135819;IN;Ross;Sai;Jae Pak;Lima;Yape o Plin;
77572;SO41266;12/06/2025;22/06/2025;19/06/2025;4;19364 - 62111700;IN;Alejandro;Nara;Syed Abbas;Lambayeque;Debito/Credito;
77573;SO99985;13/02/2025;23/02/2025;16/02/2025;3;21236 - 31657446;IN;Adrian;Peterson;Jillian Carson;Cajamarca;Debito/Credito;
77574;SO95738;28/04/2025;04/05/2025;01/05/2025;5;11017 - 25763415;IN;Shannon;Wang;Shu Ito;Ica;Debito/Credito;
77575;SO78676;04/02/2025;12/02/2025;08/02/2025;3;11640 - 20710306752;IN;Chloe;Wilson;Rachel Valdez;Áncash;Debito/Credito;
77576;SO12128;03/04/2025;15/04/2025;08/04/2025;5;14533 - 90210634;IN;Roberto;Alonso;Pamela Ansman-Wolfe;Junín;Debito/Credito;
77577;SO76082;07/08/2025;20/08/2025;13/08/2025;3;28146 - 15782481;IN;Gavin;Washington;José Saraiva;Ica;Debito/Credito;
77578;SO25316;28/10/2025;07/11/2025;02/11/2025;5;20868 - 86774319;IN;Misty;Shan;Rachel Valdez;Piura;Yape o Plin;
77579;SO74814;06/12/2025;16/12/2025;10/12/2025;1;26914 - 10984067274;IN;Cindy;Prasad;Stephen Jiang;Lima;Yape o Plin;
77580;SO13700;16/11/2025;24/11/2025;20/11/2025;2;16994 - 25074174;IN;Deanna;Torres;Linda Mitchell;Cusco;Yape o Plin;
77581;SO17451;23/05/2025;03/06/2025;27/05/2025;1;23363 - 82865513;IN;David;Russell;Jae Pak;Cajamarca;Yape o Plin;
77582;SO35690;29/08/2025;08/09/2025;01/09/2025;1;17474 - 15934188;IN;Jose;King;Rachel Valdez;Junín;Yape o Plin;
77583;SO99889;20/07/2025;03/08/2025;27/07/2025;3;25548 - 90364339;IN;Colleen;Yuan;Pamela Ansman-Wolfe;Cajamarca;Yape o Plin;
77584;SO17830;19/10/2025;30/10/2025;25/10/2025;5;19724 - 8995946;IN;Bryce;Morris;Jae Pak;Piura;Yape o Plin;
77585;SO35054;06/04/2025;16/04/2025;13/04/2025;1;25900 - 20327938149;IN;Haley;Sanders;Garrett Vargas;Junín;Yape o Plin;
77586;SO11825;27/08/2025;09/09/2025;03/09/2025;4;21644 - 85394162;IN;Sydney;Howard;Tete Mensa-Annan;Ica;Yape o Plin;
77587;SO11984;04/12/2025;15/12/2025;08/12/2025;2;25469 - 10579741;IN;Martha;Wu;Lynn Tsoflias;La Libertad;Yape o Plin;
77588;SO75617;04/10/2025;17/10/2025;10/10/2025;4;25665 - 10449508596;IN;Theresa;Romero;Linda Mitchell;Ica;Debito/Credito;
77589;SO24310;06/12/2025;16/12/2025;12/12/2025;3;19452 - 17205896;IN;Jacob;Anderson;Michael Blythe;Cajamarca;Yape o Plin;
77590;SO92831;24/02/2025;06/03/2025;02/03/2025;3;18429 - 10432226227;IN;Faith;Gonzales;Michael Blythe;Cajamarca;Yape o Plin;
77591;SO25010;22/06/2025;01/07/2025;28/06/2025;1;16450 - 15870677;IN;Rebekah;Gutierrez;Michael Blythe;Cajamarca;Debito/Credito;
77592;SO87376;04/05/2025;14/05/2025;09/05/2025;5;11455 - 55560504;IN;Ross;Sanz;Rachel Valdez;Lima;Yape o Plin;
77593;SO75588;08/10/2025;20/10/2025;13/10/2025;3;16653 - 51386823;IN;Isabella;Phillips;José Saraiva;Junín;Yape o Plin;
77594;SO28776;21/08/2025;01/09/2025;25/08/2025;5;25160 - 10677333912;IN;Mackenzie;Stewart;Ranjit Varkey Chudukatil;Junín;Yape o Plin;
77595;SO87945;22/12/2025;01/01/2026;28/12/2025;3;29179 - 10443416282;IN;Patricia;Mehta;Pamela Ansman-Wolfe;Áncash;Debito/Credito;
77596;SO99526;11/09/2025;23/09/2025;17/09/2025;1;21376 - 53674629;IN;Paula;Ramos;Shu Ito;Lambayeque;Debito/Credito;
77597;SO20133;06/08/2025;14/08/2025;11/08/2025;5;22711 - 2650803;IN;Isaiah;Hernandez;Jae Pak;Áncash;Yape o Plin;
77598;SO41410;27/11/2025;07/12/2025;02/12/2025;3;20881 - 57685000;IN;Wendy;Navarro;Stephen Jiang;Cusco;Yape o Plin;
77599;SO93225;15/04/2025;24/04/2025;18/04/2025;2;22507 - 2807786;IN;Louis;Wang;Pamela Ansman-Wolfe;Cusco;Yape o Plin;
77600;SO18257;06/06/2025;15/06/2025;11/06/2025;4;26275 - 99078893;IN;Miguel;Johnson;Rachel Valdez;Ica;Debito/Credito;
77601;SO16698;20/12/2025;29/12/2025;24/12/2025;4;18025 - 54158094;IN;Benjamin;Flores;José Saraiva;Cajamarca;Yape o Plin;
77602;SO47139;06/11/2025;20/11/2025;13/11/2025;3;22627 - 9309980;IN;Shawna;Sharma;Garrett Vargas;Piura;Debito/Credito;
77603;SO33606;30/05/2025;09/06/2025;04/06/2025;5;19522 - 10430520697;IN;Christian;Powell;Amy Alberts;Cusco;Yape o Plin;
77604;SO75866;25/04/2025;01/05/2025;28/04/2025;3;19375 - 65924122;IN;Omar;Anand;Rachel Valdez;Piura;Debito/Credito;
77605;SO40552;23/04/2025;02/05/2025;27/04/2025;2;20700 - 63851714;IN;Marcus;Scott;Pamela Ansman-Wolfe;Piura;Debito/Credito;
77606;SO16812;29/03/2025;06/04/2025;03/04/2025;2;24366 - 83957373;IN;Melvin;Luo;Tete Mensa-Annan;Arequipa;Debito/Credito;
77607;SO28429;31/03/2025;11/04/2025;04/04/2025;2;21947 - 19408356;IN;Diane;Romero;Tete Mensa-Annan;Áncash;Debito/Credito;
77608;SO79517;09/11/2025;23/11/2025;16/11/2025;3;23280 - 20632721915;IN;Hannah;Alexander;Amy Alberts;La Libertad;Yape o Plin;
77609;SO25592;17/01/2025;31/01/2025;24/01/2025;2;20019 - 33573539;IN;Brittany;Diaz;Amy Alberts;Junín;Debito/Credito;
77610;SO16681;06/07/2025;13/07/2025;09/07/2025;1;25765 - 7297559;IN;Natalie;Watson;Amy Alberts;Lima;Debito/Credito;
77611;SO42439;22/04/2025;04/05/2025;27/04/2025;4;11489 - 10963914099;IN;Deborah;Goel;Ranjit Varkey Chudukatil;Lima;Debito/Credito;
77612;SO86765;08/04/2025;17/04/2025;12/04/2025;1;22332 - 20141877452;IN;Brittany;Bennett;Shu Ito;Áncash;Yape o Plin;
77613;SO91744;31/01/2025;10/02/2025;03/02/2025;4;27566 - 74672555;IN;Tristan;Long;Michael Blythe;Piura;Debito/Credito;
77614;SO45832;23/02/2025;04/03/2025;27/02/2025;5;11965 - 16396362;IN;Katie;She;Syed Abbas;Lambayeque;Debito/Credito;
77615;SO79454;11/09/2025;24/09/2025;18/09/2025;2;21853 - 82764916;IN;Stacy;Gutierrez;David Campbell;Cusco;Yape o Plin;
77616;SO32901;31/05/2025;13/06/2025;07/06/2025;5;29049 - 58329978;IN;Kelly;Simmons;Syed Abbas;Lima;Debito/Credito;
77617;SO14010;30/09/2025;11/10/2025;06/10/2025;3;29726 - 12462289;SC;Adrian;Dumitrascu;Tete Mensa-Annan;Cajamarca;Yape o Plin;
77618;SO85769;02/04/2025;13/04/2025;08/04/2025;2;20139 - 91645307;IN;Connor;Wright;Shu Ito;Piura;Debito/Credito;
77619;SO31635;06/04/2025;12/04/2025;09/04/2025;4;15114 - 57779658;IN;Erika;Munoz;David Campbell;Arequipa;Debito/Credito;
77620;SO76745;03/01/2025;14/01/2025;08/01/2025;3;25304 - 54385382;IN;Ruben;Carlson;Stephen Jiang;Áncash;Debito/Credito;
77621;SO35192;21/06/2025;30/06/2025;26/06/2025;1;16985 - 34069380;IN;Adam;Li;Stephen Jiang;Ica;Debito/Credito;
77622;SO27891;08/09/2025;22/09/2025;15/09/2025;5;11767 - 49453886;IN;Meagan;Madan;Jae Pak;Cajamarca;Yape o Plin;
77623;SO44113;11/08/2025;21/08/2025;16/08/2025;5;29482 - 11378533;IN;Clayton;Zhang;Garrett Vargas;La Libertad;Yape o Plin;
77624;SO22188;02/05/2025;09/05/2025;06/05/2025;1;25791 - 60578076;IN;Seth;Foster;Michael Blythe;La Libertad;Yape o Plin;
77625;SO34786;15/12/2025;23/12/2025;19/12/2025;4;18454 - 66015792;IN;George;Perez;David Campbell;Ica;Yape o Plin;
77626;SO84648;16/02/2025;27/02/2025;22/02/2025;2;14895 - 10427858778;IN;Connor;Hernandez;Pamela Ansman-Wolfe;Cajamarca;Yape o Plin;
77627;SO99144;06/09/2025;15/09/2025;09/09/2025;1;24219 - 10328001344;IN;Tina;Lopez;Pamela Ansman-Wolfe;Lima;Yape o Plin;
77628;SO34973;03/01/2025;12/01/2025;06/01/2025;4;20208 - 44064880;IN;Austin;Hayes;Tsvi Reiter;Lima;Yape o Plin;
77629;SO99824;11/10/2025;23/10/2025;17/10/2025;4;19890 - 3461102;IN;Lee;Alvarez;Linda Mitchell;Lambayeque;Yape o Plin;
77630;SO17793;10/06/2025;19/06/2025;15/06/2025;2;12485 - 10553428402;IN;Veronica;Subram;Garrett Vargas;Cusco;Yape o Plin;
77631;SO76441;19/07/2025;29/07/2025;26/07/2025;2;12779 - 10333889219;IN;Mason;Rogers;Garrett Vargas;Piura;Yape o Plin;
77632;SO93261;23/04/2025;02/05/2025;28/04/2025;4;15106 - 10937823969;IN;Shannon;Navarro;Rachel Valdez;Lambayeque;Debito/Credito;
77633;SO89685;21/10/2025;30/10/2025;24/10/2025;1;20666 - 20123181754;IN;Lacey;Rai;Tete Mensa-Annan;Ica;Yape o Plin;
77634;SO86389;30/04/2025;12/05/2025;06/05/2025;3;12192 - 55746577;IN;Jocelyn;Hayes;Pamela Ansman-Wolfe;Lima;Yape o Plin;
77635;SO42052;06/01/2025;16/01/2025;12/01/2025;5;19979 - 89034208;IN;Janet;Browning;Jillian Carson;Áncash;Yape o Plin;
77636;SO76915;01/06/2025;11/06/2025;08/06/2025;4;15301 - 54072081;IN;Amy;Guo;Ranjit Varkey Chudukatil;Lima;Yape o Plin;
77637;SO95901;23/04/2025;03/05/2025;26/04/2025;1;11181 - 63785940;IN;Devin;Martin;Stephen Jiang;Lima;Debito/Credito;
77638;SO20150;25/07/2025;04/08/2025;31/07/2025;4;14414 - 11961470;IN;Rachel;Wilson;Tete Mensa-Annan;Cajamarca;Debito/Credito;
77639;SO36968;21/10/2025;28/10/2025;24/10/2025;3;22751 - 72444052;IN;Samuel;Rodriguez;Lynn Tsoflias;Cusco;Yape o Plin;
77640;SO97608;27/05/2025;06/06/2025;01/06/2025;3;19201 - 77061717;IN;Charles;Brooks;Tete Mensa-Annan;La Libertad;Yape o Plin;
77641;SO34708;14/12/2025;27/12/2025;21/12/2025;3;16633 - 49259106;IN;Kelli;Becker;Tete Mensa-Annan;Áncash;Debito/Credito;
77642;SO88165;02/06/2025;10/06/2025;05/06/2025;3;28089 - 7876992;IN;Xavier;Campbell;Garrett Vargas;Ica;Yape o Plin;
77643;SO79810;15/06/2025;26/06/2025;22/06/2025;3;17897 - 10537707131;IN;Darrell;Kumar;Michael Blythe;Piura;Debito/Credito;
77644;SO35415;21/06/2025;30/06/2025;26/06/2025;4;17187 - 86937005;IN;Alejandro;Ma;Tete Mensa-Annan;Lambayeque;Yape o Plin;
77645;SO35127;10/03/2025;20/03/2025;16/03/2025;2;15961 - 36890294;IN;Ashley;Walker;Lynn Tsoflias;Cajamarca;Yape o Plin;
77646;SO29445;20/09/2025;28/09/2025;25/09/2025;3;23961 - 63410035;IN;Karen;Huang;Garrett Vargas;Ica;Debito/Credito;
77647;SO18215;18/02/2025;26/02/2025;21/02/2025;2;18894 - 43723730;IN;Eric;Allen;Shu Ito;Áncash;Yape o Plin;
77648;SO87921;19/08/2025;30/08/2025;26/08/2025;3;15690 - 32294604;IN;Clifford;Perez;Pamela Ansman-Wolfe;Piura;Yape o Plin;
77649;SO17652;15/01/2025;24/01/2025;20/01/2025;2;28320 - 55926393;IN;Janet;Navarro;Linda Mitchell;Cusco;Debito/Credito;
77650;SO31203;08/06/2025;18/06/2025;13/06/2025;4;19466 - 13161891;IN;Morgan;Lopez;Jae Pak;Áncash;Yape o Plin;
77651;SO39523;27/03/2025;06/04/2025;01/04/2025;2;28290 - 94972941;IN;Ian;Brooks;Syed Abbas;Piura;Yape o Plin;
77652;SO78643;21/01/2025;30/01/2025;26/01/2025;5;19865 - 4068079;IN;Hailey;Butler;Tsvi Reiter;La Libertad;Debito/Credito;
77653;SO27856;01/03/2025;13/03/2025;07/03/2025;2;20877 - 89028152;IN;Richard;Ross;Amy Alberts;Arequipa;Debito/Credito;
77654;SO20347;22/08/2025;03/09/2025;28/08/2025;3;25831 - 17366339;IN;Sebastian;Torres;Shu Ito;Cusco;Debito/Credito;
77655;SO99341;02/09/2025;12/09/2025;08/09/2025;5;12361 - 10103104306;IN;Dana;Diaz;Shu Ito;Lambayeque;Debito/Credito;
77656;SO14502;31/12/2025;14/01/2026;07/01/2026;3;21169 - 20446590367;IN;Nancy;Arun;Pamela Ansman-Wolfe;Junín;Debito/Credito;
77657;SO84361;30/09/2025;08/10/2025;03/10/2025;5;19311 - 19712999;IN;Dana;Rubio;David Campbell;Piura;Debito/Credito;
77658;SO47868;25/08/2025;01/09/2025;28/08/2025;3;26177 - 61979885;IN;Nicole;Simmons;Jae Pak;Lambayeque;Debito/Credito;
77659;SO24742;12/10/2025;22/10/2025;16/10/2025;3;26069 - 10551801496;IN;Jessica;Foster;José Saraiva;Áncash;Yape o Plin;
77660;SO97530;11/07/2025;21/07/2025;14/07/2025;5;11111 - 10730868997;IN;Meredith;Gutierrez;Pamela Ansman-Wolfe;Cusco;Yape o Plin;
77661;SO38663;13/03/2025;27/03/2025;20/03/2025;1;16139 - 50231009;IN;Jacqueline;Alexander;Shu Ito;Lambayeque;Yape o Plin;
77662;SO15568;01/07/2025;11/07/2025;07/07/2025;4;27458 - 68792657;IN;Roger;Liang;José Saraiva;Piura;Debito/Credito;
77663;SO94489;01/07/2025;12/07/2025;07/07/2025;3;20151 - 20959866351;IN;Jamie;Guo;Rachel Valdez;Lima;Debito/Credito;
77664;SO78028;23/04/2025;03/05/2025;28/04/2025;1;15087 - 50662589;IN;Robin;Sanz;Michael Blythe;Lima;Debito/Credito;
77665;SO15246;06/04/2025;14/04/2025;10/04/2025;3;14377 - 45742955;IN;Paula;Ruiz;Rachel Valdez;Piura;Debito/Credito;
77666;SO48861;30/10/2025;07/11/2025;04/11/2025;4;28360 - 20977256863;IN;Isaiah;Adams;Tete Mensa-Annan;La Libertad;Debito/Credito;
77667;SO40876;28/09/2025;09/10/2025;03/10/2025;2;29445 - 34277918;IN;Bonnie;Lal;José Saraiva;Lima;Yape o Plin;
77668;SO82554;02/07/2025;15/07/2025;08/07/2025;4;24918 - 10374574966;IN;Warren;Cai;Lynn Tsoflias;La Libertad;Yape o Plin;
77669;SO35328;10/08/2025;16/08/2025;13/08/2025;2;27453 - 20389516672;IN;Carson;Henderson;Stephen Jiang;Arequipa;Yape o Plin;
77670;SO22436;09/12/2025;19/12/2025;16/12/2025;5;26351 - 59096328;IN;Emma;Moore;Pamela Ansman-Wolfe;La Libertad;Debito/Credito;
77671;SO89300;19/12/2025;27/12/2025;22/12/2025;5;25651 - 78085128;IN;Alvin;Yuan;José Saraiva;Lambayeque;Debito/Credito;
77672;SO32125;31/07/2025;10/08/2025;03/08/2025;2;27267 - 61695770;IN;Emily;Davis;Jillian Carson;Piura;Yape o Plin;
77673;SO87935;28/09/2025;08/10/2025;05/10/2025;2;24777 - 76557718;IN;Eric;Adams;Amy Alberts;Lima;Debito/Credito;
77674;SO49171;08/05/2025;20/05/2025;14/05/2025;2;29032 - 31708508;IN;Taylor;Ramirez;Tete Mensa-Annan;Junín;Yape o Plin;
77675;SO42362;20/11/2025;04/12/2025;27/11/2025;1;29535 - 21399935;SC;Wayne;Banack;Jae Pak;Cusco;Debito/Credito;
77676;SO20090;06/10/2025;15/10/2025;12/10/2025;4;25566 - 45211409;IN;Kristine;Navarro;Linda Mitchell;Lambayeque;Debito/Credito;
77677;SO41242;16/06/2025;27/06/2025;20/06/2025;2;18879 - 54486628;IN;Garrett;Morgan;David Campbell;Piura;Debito/Credito;
77678;SO86430;17/09/2025;27/09/2025;23/09/2025;3;13361 - 10341508979;IN;Cameron;Jai;Stephen Jiang;Lambayeque;Debito/Credito;
77679;SO27568;04/12/2025;11/12/2025;07/12/2025;4;19845 - 92992063;IN;Fernando;Hernandez;Michael Blythe;Ica;Debito/Credito;
77680;SO21500;15/05/2025;23/05/2025;18/05/2025;5;24124 - 10584793462;IN;Erik;Vazquez;Lynn Tsoflias;Lima;Yape o Plin;
77681;SO98296;26/05/2025;09/06/2025;02/06/2025;3;29830 - 47936947;SC;Kari;Hensien;Tsvi Reiter;Piura;Debito/Credito;
77682;SO44819;04/04/2025;15/04/2025;09/04/2025;2;29889 - 60644780;SC;Jean;Jordan;Rachel Valdez;Piura;Yape o Plin;
77683;SO15520;28/02/2025;10/03/2025;06/03/2025;2;28054 - 84028474;IN;Carol;Cox;Jillian Carson;Lima;Debito/Credito;
77684;SO43169;14/09/2025;21/09/2025;18/09/2025;1;12485 - 10553428402;IN;Veronica;Subram;Rachel Valdez;Lima;Debito/Credito;
77685;SO79587;15/02/2025;01/03/2025;22/02/2025;3;11169 - 48560297;IN;Bryce;Richardson;Garrett Vargas;Ica;Debito/Credito;
77686;SO91405;28/10/2025;05/11/2025;02/11/2025;2;11374 - 5728803;IN;Jimmy;Ortega;José Saraiva;Arequipa;Yape o Plin;
77687;SO41014;25/04/2025;08/05/2025;02/05/2025;3;29562 - 38901964;SC;Steven;Brown;David Campbell;Piura;Debito/Credito;
77688;SO15834;17/09/2025;30/09/2025;23/09/2025;4;14447 - 85750183;IN;Madison;Alexander;Rachel Valdez;Lima;Yape o Plin;
77689;SO41386;31/07/2025;07/08/2025;04/08/2025;5;20502 - 91046245;IN;John;Harris;Syed Abbas;Cajamarca;Yape o Plin;
77690;SO91487;16/12/2025;26/12/2025;22/12/2025;5;23051 - 57867952;IN;Jesse;Green;Ranjit Varkey Chudukatil;Ica;Yape o Plin;
77691;SO14961;18/03/2025;25/03/2025;22/03/2025;5;28571 - 20793947867;IN;Anna;Torres;Jae Pak;La Libertad;Debito/Credito;
77692;SO84985;17/05/2025;27/05/2025;23/05/2025;5;15853 - 10389301814;IN;Jasmine;Brown;Syed Abbas;Ica;Debito/Credito;
77693;SO76608;28/10/2025;10/11/2025;04/11/2025;4;27503 - 10211093675;IN;Warren;Shen;Pamela Ansman-Wolfe;La Libertad;Yape o Plin;
77694;SO90749;23/09/2025;06/10/2025;30/09/2025;1;25357 - 97142560;IN;Marcus;Foster;Michael Blythe;Ica;Yape o Plin;
77695;SO37947;05/06/2025;15/06/2025;10/06/2025;2;25896 - 38866935;IN;Marissa;Coleman;Jae Pak;Lima;Debito/Credito;
77696;SO19904;10/09/2025;21/09/2025;16/09/2025;3;24392 - 15447492;IN;Molly;Prasad;Tete Mensa-Annan;Junín;Debito/Credito;
77697;SO11128;28/07/2025;04/08/2025;31/07/2025;1;13088 - 98046751;IN;Megan;Powell;Stephen Jiang;Lambayeque;Debito/Credito;
77698;SO78844;09/01/2025;21/01/2025;15/01/2025;2;12090 - 20897915007;IN;Savannah;Carter;Garrett Vargas;Piura;Debito/Credito;
77699;SO78064;26/04/2025;08/05/2025;01/05/2025;5;17915 - 31722452;IN;Aimee;Li;Jillian Carson;Piura;Yape o Plin;
77700;SO23940;02/10/2025;09/10/2025;05/10/2025;2;26184 - 78012967;IN;Louis;Lal;Jae Pak;Lima;Yape o Plin;
77701;SO12576;02/11/2025;13/11/2025;09/11/2025;3;29594 - 10880430201;SC;Dave;Browning;Michael Blythe;Lambayeque;Debito/Credito;
77702;SO12625;30/01/2025;05/02/2025;02/02/2025;5;20282 - 20154766;IN;Trisha;Xu;Linda Mitchell;Piura;Debito/Credito;
77703;SO76354;23/05/2025;05/06/2025;30/05/2025;2;14750 - 28684842;IN;Mary;Green;Rachel Valdez;Ica;Yape o Plin;
77704;SO22707;07/02/2025;14/02/2025;11/02/2025;2;24557 - 46194665;IN;Franklin;Lin;Garrett Vargas;Ica;Debito/Credito;
77705;SO29699;31/05/2025;13/06/2025;07/06/2025;2;24774 - 79474010;IN;Xavier;Gonzales;Amy Alberts;Ica;Debito/Credito;
77706;SO95701;01/05/2025;08/05/2025;05/05/2025;2;29626 - 36193466;SC;Jun;Cao;Syed Abbas;Áncash;Debito/Credito;
77707;SO13964;09/12/2025;18/12/2025;13/12/2025;5;13144 - 3967785;IN;Destiny;Stewart;José Saraiva;Lambayeque;Yape o Plin;
77708;SO15153;14/09/2025;23/09/2025;19/09/2025;4;16691 - 41591171;IN;Paula;Romero;Pamela Ansman-Wolfe;Lima;Debito/Credito;
